Designator,Mid X,Mid Y,Rotation,Layer
IC288,195.8892,-98.8412,0.0,top
IC289,200.1392,-98.8412,0.0,top
IC29,200.1392,-43.5912,0.0,top
IC290,204.3892,-98.8412,0.0,top
IC291,208.6392,-98.8412,0.0,top
IC292,212.8892,-98.8412,0.0,top
IC293,217.1392,-98.8412,0.0,top
IC294,221.3892,-98.8412,0.0,top
IC295,225.6392,-98.8412,0.0,top
IC296,229.8892,-98.8412,0.0,top
IC297,234.1392,-98.8412,0.0,top
IC298,238.3892,-98.8412,0.0,top
IC299,242.6392,-98.8412,0.0,top
IC3,174.6392,-39.3412,0.0,top
IC30,204.3892,-43.5912,0.0,top
IC300,246.8892,-98.8412,0.0,top
IC301,166.1392,-103.0912,0.0,top
IC302,170.3892,-103.0912,0.0,top
IC303,174.6392,-103.0912,0.0,top
IC304,178.8892,-103.0912,0.0,top
IC305,183.1392,-103.0912,0.0,top
IC306,187.3892,-103.0912,0.0,top
IC307,191.6392,-103.0912,0.0,top
IC308,195.8892,-103.0912,0.0,top
IC309,200.1392,-103.0912,0.0,top
IC31,208.6392,-43.5912,0.0,top
IC310,204.3892,-103.0912,0.0,top
IC311,208.6392,-103.0912,0.0,top
IC312,212.8892,-103.0912,0.0,top
IC313,217.1392,-103.0912,0.0,top
IC314,221.3892,-103.0912,0.0,top
IC315,225.6392,-103.0912,0.0,top
IC316,229.8892,-103.0912,0.0,top
IC317,234.1392,-103.0912,0.0,top
IC318,238.3892,-103.0912,0.0,top
IC319,242.6392,-103.0912,0.0,top
IC32,212.8892,-43.5912,0.0,top
IC320,246.8892,-103.0912,0.0,top
IC321,166.1392,-107.3412,0.0,top
IC322,170.3892,-107.3412,0.0,top
IC323,174.6392,-107.3412,0.0,top
IC324,178.8892,-107.3412,0.0,top
IC325,183.1392,-107.3412,0.0,top
IC326,187.3892,-107.3412,0.0,top
IC327,191.6392,-107.3412,0.0,top
IC328,195.8892,-107.3412,0.0,top
IC329,200.1392,-107.3412,0.0,top
IC33,217.1392,-43.5912,0.0,top
IC330,204.3892,-107.3412,0.0,top
IC331,208.6392,-107.3412,0.0,top
IC332,212.8892,-107.3412,0.0,top
IC333,217.1392,-107.3412,0.0,top
IC334,221.3892,-107.3412,0.0,top
IC335,225.6392,-107.3412,0.0,top
IC336,229.8892,-107.3412,0.0,top
IC337,234.1392,-107.3412,0.0,top
IC338,238.3892,-107.3412,0.0,top
IC339,242.6392,-107.3412,0.0,top
IC34,221.3892,-43.5912,0.0,top
IC340,246.8892,-107.3412,0.0,top
IC341,166.1392,-111.5912,0.0,top
IC342,170.3892,-111.5912,0.0,top
IC343,174.6392,-111.5912,0.0,top
IC344,178.8892,-111.5912,0.0,top
IC345,183.1392,-111.5912,0.0,top
IC346,187.3892,-111.5912,0.0,top
IC347,191.6392,-111.5912,0.0,top
IC348,195.8892,-111.5912,0.0,top
IC349,200.1392,-111.5912,0.0,top
IC35,225.6392,-43.5912,0.0,top
IC350,204.3892,-111.5912,0.0,top
IC351,208.6392,-111.5912,0.0,top
IC352,212.8892,-111.5912,0.0,top
IC353,217.1392,-111.5912,0.0,top
IC354,221.3892,-111.5912,0.0,top
IC355,225.6392,-111.5912,0.0,top
IC356,229.8892,-111.5912,0.0,top
IC357,234.1392,-111.5912,0.0,top
IC358,238.3892,-111.5912,0.0,top
IC359,242.6392,-111.5912,0.0,top
IC36,229.8892,-43.5912,0.0,top
IC360,246.8892,-111.5912,0.0,top
IC361,166.1392,-115.8412,0.0,top
IC362,170.3892,-115.8412,0.0,top
IC363,174.6392,-115.8412,0.0,top
IC364,178.8892,-115.8412,0.0,top
IC365,183.1392,-115.8412,0.0,top
IC366,187.3892,-115.8412,0.0,top
IC367,191.6392,-115.8412,0.0,top
IC368,195.8892,-115.8412,0.0,top
IC369,200.1392,-115.8412,0.0,top
IC37,234.1392,-43.5912,0.0,top
IC370,204.3892,-115.8412,0.0,top
IC371,208.6392,-115.8412,0.0,top
IC372,212.8892,-115.8412,0.0,top
IC373,217.1392,-115.8412,0.0,top
IC374,221.3892,-115.8412,0.0,top
IC375,225.6392,-115.8412,0.0,top
IC376,229.8892,-115.8412,0.0,top
IC377,234.1392,-115.8412,0.0,top
IC378,238.3892,-115.8412,0.0,top
IC379,242.6392,-115.8412,0.0,top
IC38,238.3892,-43.5912,0.0,top
IC380,246.8892,-115.8412,0.0,top
IC39,242.6392,-43.5912,0.0,top
IC4,178.8892,-39.3412,0.0,top
IC40,246.8892,-43.5912,0.0,top
IC41,166.1392,-47.8412,0.0,top
IC42,170.3892,-47.8412,0.0,top
IC43,174.6392,-47.8412,0.0,top
IC44,178.8892,-47.8412,0.0,top
IC45,183.1392,-47.8412,0.0,top
IC46,187.3892,-47.8412,0.0,top
IC47,191.6392,-47.8412,0.0,top
IC48,195.8892,-47.8412,0.0,top
IC49,200.1392,-47.8412,0.0,top
IC5,183.1392,-39.3412,0.0,top
IC50,204.3892,-47.8412,0.0,top
IC51,208.6392,-47.8412,0.0,top
IC52,212.8892,-47.8412,0.0,top
IC53,217.1392,-47.8412,0.0,top
IC54,221.3892,-47.8412,0.0,top
IC55,225.6392,-47.8412,0.0,top
IC56,229.8892,-47.8412,0.0,top
IC57,234.1392,-47.8412,0.0,top
IC58,238.3892,-47.8412,0.0,top
IC59,242.6392,-47.8412,0.0,top
IC6,187.3892,-39.3412,0.0,top
IC60,246.8892,-47.8412,0.0,top
IC61,166.1392,-52.0912,0.0,top
IC62,170.3892,-52.0912,0.0,top
IC63,174.6392,-52.0912,0.0,top
IC64,178.8892,-52.0912,0.0,top
IC65,183.1392,-52.0912,0.0,top
IC66,187.3892,-52.0912,0.0,top
IC67,191.6392,-52.0912,0.0,top
IC68,195.8892,-52.0912,0.0,top
IC69,200.1392,-52.0912,0.0,top
IC7,191.6392,-39.3412,0.0,top
IC70,204.3892,-52.0912,0.0,top
IC71,208.6392,-52.0912,0.0,top
IC72,212.8892,-52.0912,0.0,top
IC73,217.1392,-52.0912,0.0,top
IC74,221.3892,-52.0912,0.0,top
IC75,225.6392,-52.0912,0.0,top
IC76,229.8892,-52.0912,0.0,top
IC77,234.1392,-52.0912,0.0,top
IC78,238.3892,-52.0912,0.0,top
IC79,242.6392,-52.0912,0.0,top
IC8,195.8892,-39.3412,0.0,top
IC80,246.8892,-52.0912,0.0,top
IC81,166.1392,-56.3412,0.0,top
IC82,170.3892,-56.3412,0.0,top
IC83,174.6392,-56.3412,0.0,top
IC84,178.8892,-56.3412,0.0,top
IC85,183.1392,-56.3412,0.0,top
IC86,187.3892,-56.3412,0.0,top
IC87,191.6392,-56.3412,0.0,top
IC88,195.8892,-56.3412,0.0,top
IC89,200.1392,-56.3412,0.0,top
IC9,200.1392,-39.3412,0.0,top
IC90,204.3892,-56.3412,0.0,top
IC91,208.6392,-56.3412,0.0,top
IC92,212.8892,-56.3412,0.0,top
IC93,217.1392,-56.3412,0.0,top
IC94,221.3892,-56.3412,0.0,top
IC95,225.6392,-56.3412,0.0,top
IC96,229.8892,-56.3412,0.0,top
IC97,234.1392,-56.3412,0.0,top
IC98,238.3892,-56.3412,0.0,top
IC99,242.6392,-56.3412,0.0,top
J2,117.33,-108.14,90.0,top
J3,113.35,-48.925,0.0,bottom
J4,121.04,-42.71,270.0,top
J5,113.22,-61.445,0.0,top
J6,116.98,-61.44,180.0,top
J7,120.78,-61.4,180.0,top
J8,117.34,-111.77,90.0,top
J9,116.02,-118.69,270.0,top
L1,113.1015,-73.984,90.0,top
L2,113.219,-89.794,90.0,top
L3,113.094,-81.919,90.0,top
PMUX2,116.88,-66.68,270.0,top
R1,119.839,-71.534,270.0,top
R10,141.05,-83.31,270.0,bottom
R11,156.59,-81.8,0.0,top
R12,114.56,-67.58,180.0,top
R13,112.9875,-99.2,180.0,top
R14,114.5,-66.1,180.0,top
R15,136.68,-98.2,270.0,bottom
R16,139.19,-98.21,270.0,bottom
R17,137.94,-98.2,90.0,bottom
R18,156.6,-80.65,180.0,top
R19,159.69,-114.84,0.0,top
R2,119.839,-73.474,270.0,top
R20,140.8684,-45.6672,90.0,top
R21,146.7612,-50.3936,315.0,top
R22,121.27,-118.93,270.0,top
R23,121.21,-114.67,90.0,top
R24,119.98,-53.78,90.0,bottom
R25,117.09,-53.89,90.0,bottom
R3,119.919,-89.694,270.0,top
R4,119.919,-87.694,270.0,top
R5,119.794,-80.419,270.0,top
R6,119.794,-82.419,270.0,top
R7,136.7,-79.4,270.0,bottom
R8,124.77,-107.25,90.0,top
R9,136.38,-82.63,90.0,bottom
U1,141.91,-82.62,270.0,top
U10,160.340115,-52.889729,270.0,top
U11,160.3,-63.67,270.0,top
U12,160.309924,-67.340013,270.0,top
U13,160.149924,-98.109987,270.0,top
U14,160.3,-70.98,270.0,top
U15,160.15,-101.78,270.0,top
U16,160.069924,-105.509987,270.0,top
U17,160.020076,-109.129987,270.0,top
U18,126.03,-116.25,180.0,top
U2,117.1015,-73.984,180.0,top
U3,117.219,-89.794,180.0,top
U4,117.094,-81.919,180.0,top
U5,138.04,-100.73,90.0,top
U6,141.7554,-38.891301,180.0,top
U7,139.9032,-53.1876,270.0,top
U8,160.38,-45.57,270.0,top
U9,160.339924,-49.210013,270.0,top
X1,157.4,-89.2,90.0,top
Y1,148.640685,-45.402564,90.0,top
